V1,link,ticker,market,parentid,fullname,source,code,updates,date,updated,URL,ticker
"http://s.cafef.vn/upcom/SJM-cong-ty-co-phan-song-da-19.chn,CenterName:UpCom,Symbol:SJM,TradeCenterID:9,ChangePrice:-15.384615384615385,VonHoa:27.5,ChangeVolume:-100,EPS:1.6221926834,PE:3.39047269555697,Beta:0.0295069138936339,Price:5.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Song Đa 19,ParentCategoryId:345},",upcom/SJM-cong-ty-co-phan-song-da-19.chn,SJM,UPC,345,Cong ty Co phan Song Đa 19,CAF,STKVNSJM,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SJM-cong-ty-co-phan-song-da-19.chn,
"http://s.cafef.vn/hose/SJS-cong-ty-co-phan-dau-tu-phat-trien-do-thi-va-khu-cong-nghiep-song-da.chn,CenterName:HSX,Symbol:SJS,TradeCenterID:1,ChangePrice:-6.0542797494780771,VonHoa:7003.95039,ChangeVolume:29.444791016843418,EPS:0.192795965898455,PE:233.407373387166,Beta:0.800485029381588,Price:45,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Đau tu Phat trien Đo thi va Khu Cong nghiep Song Đa,ParentCategoryId:345},",hose/SJS-cong-ty-co-phan-dau-tu-phat-trien-do-thi-va-khu-cong-nghiep-song-da.chn,SJS,HSX,345,Cong ty Co phan Đau tu Phat trien Đo thi va Khu Cong nghiep Song Đa,CAF,STKVNSJS,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SJS-cong-ty-co-phan-dau-tu-phat-trien-do-thi-va-khu-cong-nghiep-song-da.chn,
"http://s.cafef.vn/hose/SKG-cong-ty-co-phan-tau-cao-toc-superdong-kien-giang.chn,CenterName:HSX,Symbol:SKG,TradeCenterID:1,ChangePrice:-3.6912751677852391,VonHoa:908.81039725,ChangeVolume:-34.443756682235104,EPS:0.471215990956193,PE:30.4531261150135,Beta:0.570189348008581,Price:14.35,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Tau cao toc Superdong – Kien Giang,ParentCategoryId:343},",hose/SKG-cong-ty-co-phan-tau-cao-toc-superdong-kien-giang.chn,SKG,HSX,343,Cong ty Co phan Tau cao toc Superdong – Kien Giang,CAF,STKVNSKG,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SKG-cong-ty-co-phan-tau-cao-toc-superdong-kien-giang.chn,
"http://s.cafef.vn/upcom/SKH-cong-ty-co-phan-nuoc-giai-khat-sanest-khanh-hoa.chn,CenterName:UpCom,Symbol:SKH,TradeCenterID:9,ChangePrice:4.97737556561085,VonHoa:765.6,ChangeVolume:22.950819672131146,EPS:10.5314901084556,PE:2.2029171333858,Beta:0,Price:23.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Nuoc giai khat Sanest Khanh Hoa,ParentCategoryId:339},",upcom/SKH-cong-ty-co-phan-nuoc-giai-khat-sanest-khanh-hoa.chn,SKH,UPC,339,Cong ty co phan Nuoc giai khat Sanest Khanh Hoa,CAF,STKVNSKH,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SKH-cong-ty-co-phan-nuoc-giai-khat-sanest-khanh-hoa.chn,
"http://s.cafef.vn/upcom/SKN-ctcp-nuoc-giai-khat-sanna-khanh-hoa.chn,CenterName:UpCom,Symbol:SKN,TradeCenterID:9,ChangePrice:0,VonHoa:33,ChangeVolume:0,EPS:0.2813598844,PE:23.457501818621,Beta:0,Price:6.6,UpdatedDate:\/Date(1671780312385)\/,FullName:CTCP Nuoc giai khat Sanna Khanh Hoa,ParentCategoryId:339},",upcom/SKN-ctcp-nuoc-giai-khat-sanna-khanh-hoa.chn,SKN,UPC,339,CTCP Nuoc giai khat Sanna Khanh Hoa,CAF,STKVNSKN,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SKN-ctcp-nuoc-giai-khat-sanna-khanh-hoa.chn,
"http://s.cafef.vn/upcom/SKV-cong-ty-co-phan-nuoc-giai-khat-yen-sao-khanh-hoa.chn,CenterName:UpCom,Symbol:SKV,TradeCenterID:9,ChangePrice:-6.7857142857142811,VonHoa:600.3,ChangeVolume:-100,EPS:4.39750078243478,PE:5.9351893930873,Beta:0,Price:26.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Nuoc giai khat Yen sao Khanh Hoa,ParentCategoryId:339},",upcom/SKV-cong-ty-co-phan-nuoc-giai-khat-yen-sao-khanh-hoa.chn,SKV,UPC,339,Cong ty Co phan Nuoc giai khat Yen sao Khanh Hoa,CAF,STKVNSKV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SKV-cong-ty-co-phan-nuoc-giai-khat-yen-sao-khanh-hoa.chn,
"http://s.cafef.vn/hastc/SLS-cong-ty-co-phan-mia-duong-son-la.chn,CenterName:HNX,Symbol:SLS,TradeCenterID:2,ChangePrice:0.48979591836734232,VonHoa:1205.3884295,ChangeVolume:-33.9622641509434,EPS:16.6489928834411,PE:7.39384062818804,Beta:-0.113804971319312,Price:123.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Mia duong Son La,ParentCategoryId:338},",hastc/SLS-cong-ty-co-phan-mia-duong-son-la.chn,SLS,HNX,338,Cong ty co phan Mia duong Son La,CAF,STKVNSLS,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SLS-cong-ty-co-phan-mia-duong-son-la.chn,
"http://s.cafef.vn/hose/SMA-cong-ty-co-phan-thiet-bi-phu-tung-sai-gon.chn,CenterName:HSX,Symbol:SMA,TradeCenterID:1,ChangePrice:-4.8429319371727768,VonHoa:147.96511772,ChangeVolume:28.571428571428573,EPS:1.79579720894916,PE:4.04834129587169,Beta:0.543606006902341,Price:7.27,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Thiet bi Phu tung Sai Gon,ParentCategoryId:346},",hose/SMA-cong-ty-co-phan-thiet-bi-phu-tung-sai-gon.chn,SMA,HSX,346,Cong ty Co phan Thiet bi Phu tung Sai Gon,CAF,STKVNSMA,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SMA-cong-ty-co-phan-thiet-bi-phu-tung-sai-gon.chn,
"http://s.cafef.vn/hose/SMB-cong-ty-co-phan-bia-sai-gon-mien-trung.chn,CenterName:HSX,Symbol:SMB,TradeCenterID:1,ChangePrice:-0.68493150684930859,VonHoa:1298.329188,ChangeVolume:13.861386138613861,EPS:7.20174677712553,PE:6.04020126591599,Beta:-0.0662071886490961,Price:43.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Bia Sai Gon - Mien Trung,ParentCategoryId:339},",hose/SMB-cong-ty-co-phan-bia-sai-gon-mien-trung.chn,SMB,HSX,339,Cong ty Co phan Bia Sai Gon - Mien Trung,CAF,STKVNSMB,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SMB-cong-ty-co-phan-bia-sai-gon-mien-trung.chn,
"http://s.cafef.vn/hose/SMC-cong-ty-co-phan-au-tu-thuong-mai-smc.chn,CenterName:HSX,Symbol:SMC,TradeCenterID:1,ChangePrice:-4.5454545454545459,VonHoa:772.8717885,ChangeVolume:35.233160621761655,EPS:-0.145077801693596,PE:-72.3749593488879,Beta:0.167988060815222,Price:10.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Dau tu Thuong mai SMC,ParentCategoryId:345},",hose/SMC-cong-ty-co-phan-au-tu-thuong-mai-smc.chn,SMC,HSX,345,Cong ty Co phan Dau tu Thuong mai SMC,CAF,STKVNSMC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SMC-cong-ty-co-phan-au-tu-thuong-mai-smc.chn,
"http://s.cafef.vn/hastc/SMN-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-nam.chn,CenterName:HNX,Symbol:SMN,TradeCenterID:2,ChangePrice:0,VonHoa:58.5865,ChangeVolume:263.63636363636363,EPS:2.68105166242906,PE:4.96073991649608,Beta:0,Price:13.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Sach va Thiet bi Giao duc Mien Nam,ParentCategoryId:346},",hastc/SMN-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-nam.chn,SMN,HNX,346,Cong ty Co phan Sach va Thiet bi Giao duc Mien Nam,CAF,STKVNSMN,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SMN-cong-ty-co-phan-sach-va-thiet-bi-giao-duc-mien-nam.chn,
"http://s.cafef.vn/hastc/SMT-cong-ty-co-phan-sametel.chn,CenterName:HNX,Symbol:SMT,TradeCenterID:2,ChangePrice:-16.455696202531652,VonHoa:36.0850512,ChangeVolume:166.12903225806451,EPS:-1.07604633491555,PE:-6.13356487155172,Beta:-0.376654105687495,Price:6.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan SAMETEL,ParentCategoryId:347},",hastc/SMT-cong-ty-co-phan-sametel.chn,SMT,HNX,347,Cong ty co phan SAMETEL,CAF,STKVNSMT,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SMT-cong-ty-co-phan-sametel.chn,
"http://s.cafef.vn/upcom/SNC-cong-ty-co-phan-xuat-nhap-khau-thuy-san-nam-can.chn,CenterName:UpCom,Symbol:SNC,TradeCenterID:9,ChangePrice:0,VonHoa:75,ChangeVolume:0,EPS:0.2996545356,PE:50.0576437795791,Beta:0.0125838060856111,Price:15,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xuat nhap khau Thuy san Nam Can,ParentCategoryId:339},",upcom/SNC-cong-ty-co-phan-xuat-nhap-khau-thuy-san-nam-can.chn,SNC,UPC,339,Cong ty Co phan Xuat nhap khau Thuy san Nam Can,CAF,STKVNSNC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SNC-cong-ty-co-phan-xuat-nhap-khau-thuy-san-nam-can.chn,
"http://s.cafef.vn/upcom/SNZ-tong-cong-ty-co-phan-phat-trien-khu-cong-nghiep.chn,CenterName:UpCom,Symbol:SNZ,TradeCenterID:9,ChangePrice:-3.4334763948497882,VonHoa:8471.0655,ChangeVolume:-56.98924731182796,EPS:2.10611713135585,PE:10.6831665081777,Beta:0,Price:22.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Tỏng Cong ty Cỏ phàn phát triẻn khu Cong nghiẹp,ParentCategoryId:345},",upcom/SNZ-tong-cong-ty-co-phan-phat-trien-khu-cong-nghiep.chn,SNZ,UPC,345,Tỏng Cong ty Cỏ phàn phát triẻn khu Cong nghiẹp,CAF,STKVNSNZ,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SNZ-tong-cong-ty-co-phan-phat-trien-khu-cong-nghiep.chn,
"http://s.cafef.vn/upcom/SP2-cong-ty-co-phan-thuy-dien-su-pan-2.chn,CenterName:UpCom,Symbol:SP2,TradeCenterID:9,ChangePrice:0,VonHoa:276.3482,ChangeVolume:400,EPS:3.792627268333,PE:3.53317082115738,Beta:0,Price:13.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Thuy dien Su Pan 2,ParentCategoryId:340},",upcom/SP2-cong-ty-co-phan-thuy-dien-su-pan-2.chn,SP2,UPC,340,Cong ty co phan Thuy dien Su Pan 2,CAF,STKVNSP2,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SP2-cong-ty-co-phan-thuy-dien-su-pan-2.chn,
"http://s.cafef.vn/upcom/SPB-cong-ty-co-phan-soi-phu-bai.chn,CenterName:UpCom,Symbol:SPB,TradeCenterID:9,ChangePrice:-0.34602076124566739,VonHoa:273.6,ChangeVolume:-73.6842105263158,EPS:8.79418477010526,PE:3.27489139162757,Beta:0,Price:28.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Soi Phu Bai,ParentCategoryId:339},",upcom/SPB-cong-ty-co-phan-soi-phu-bai.chn,SPB,UPC,339,Cong ty co phan Soi Phu Bai,CAF,STKVNSPB,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SPB-cong-ty-co-phan-soi-phu-bai.chn,
"http://s.cafef.vn/hastc/SPC-cong-ty-co-phan-bao-ve-thuc-vat-sai-gon.chn,CenterName:HNX,Symbol:SPC,TradeCenterID:2,ChangePrice:-7.4999999999999956,VonHoa:155.844,ChangeVolume:-100,EPS:1.82315653124406,PE:8.11778898101577,Beta:-0.0217856872109772,Price:14.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Bao ve Thuc vat Sai Gon,ParentCategoryId:344},",hastc/SPC-cong-ty-co-phan-bao-ve-thuc-vat-sai-gon.chn,SPC,HNX,344,Cong ty Co phan Bao ve Thuc vat Sai Gon,CAF,STKVNSPC,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SPC-cong-ty-co-phan-bao-ve-thuc-vat-sai-gon.chn,
"http://s.cafef.vn/upcom/SPD-cong-ty-co-phan-xuat-nhap-khau-thuy-san-mien-trung.chn,CenterName:UpCom,Symbol:SPD,TradeCenterID:9,ChangePrice:0,VonHoa:138,ChangeVolume:0,EPS:0.543746098166667,PE:21.1495770521834,Beta:0,Price:11.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xuat nhap khau Thuy san Mien Trung,ParentCategoryId:339},",upcom/SPD-cong-ty-co-phan-xuat-nhap-khau-thuy-san-mien-trung.chn,SPD,UPC,339,Cong ty Co phan Xuat nhap khau Thuy san Mien Trung,CAF,STKVNSPD,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SPD-cong-ty-co-phan-xuat-nhap-khau-thuy-san-mien-trung.chn,
"http://s.cafef.vn/upcom/SPH-cong-ty-co-phan-xuat-nhap-khau-thuy-san-ha-noi.chn,CenterName:UpCom,Symbol:SPH,TradeCenterID:9,ChangePrice:0,VonHoa:135,ChangeVolume:0,EPS:-0.4570489641,PE:-29.5373166999374,Beta:-0.0128698765954989,Price:13.5,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Xuat nhap khau Thuy san Ha Noi,ParentCategoryId:338},",upcom/SPH-cong-ty-co-phan-xuat-nhap-khau-thuy-san-ha-noi.chn,SPH,UPC,338,Cong ty co phan Xuat nhap khau Thuy san Ha Noi,CAF,STKVNSPH,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SPH-cong-ty-co-phan-xuat-nhap-khau-thuy-san-ha-noi.chn,
"http://s.cafef.vn/hastc/SPI-cong-ty-co-phan-spiral-galaxy.chn,CenterName:HNX,Symbol:SPI,TradeCenterID:2,ChangePrice:-6.6666666666666723,VonHoa:47.082,ChangeVolume:-27.5808936825886,EPS:-0.47464202759441,PE:-5.89918262019699,Beta:0.322232933134695,Price:2.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Spiral Galaxy,ParentCategoryId:343},",hastc/SPI-cong-ty-co-phan-spiral-galaxy.chn,SPI,HNX,343,Cong ty co phan Spiral Galaxy,CAF,STKVNSPI,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SPI-cong-ty-co-phan-spiral-galaxy.chn,
"http://s.cafef.vn/hose/SPM-cong-ty-co-phan-spm.chn,CenterName:HSX,Symbol:SPM,TradeCenterID:1,ChangePrice:0,VonHoa:202.419,ChangeVolume:361.53846153846155,EPS:1.77406626775599,PE:8.28604898654319,Beta:0.22274041600597,Price:14.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan S.P.M,ParentCategoryId:342},",hose/SPM-cong-ty-co-phan-spm.chn,SPM,HSX,342,Cong ty Co phan S.P.M,CAF,STKVNSPM,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SPM-cong-ty-co-phan-spm.chn,
"http://s.cafef.vn/upcom/SPP-cong-ty-co-phan-bao-bi-nhua-sai-gon.chn,CenterName:UpCom,Symbol:SPP,TradeCenterID:9,ChangePrice:-14.285714285714283,VonHoa:25.2,ChangeVolume:400,EPS:-17.378996149233,PE:-0.0345244336811986,Beta:1.30793014122169,Price:0.6,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Bao bi Nhua Sai Gon,ParentCategoryId:344},",upcom/SPP-cong-ty-co-phan-bao-bi-nhua-sai-gon.chn,SPP,UPC,344,Cong ty co phan Bao bi Nhua Sai Gon,CAF,STKVNSPP,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SPP-cong-ty-co-phan-bao-bi-nhua-sai-gon.chn,
"http://s.cafef.vn/upcom/SPV-cong-ty-co-phan-thuy-dac-san.chn,CenterName:UpCom,Symbol:SPV,TradeCenterID:9,ChangePrice:-14.838709677419359,VonHoa:142.56,ChangeVolume:-100,EPS:1.3662818737037,PE:9.6612567685009,Beta:0,Price:13.2,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Thuy Đac San,ParentCategoryId:338},",upcom/SPV-cong-ty-co-phan-thuy-dac-san.chn,SPV,UPC,338,Cong ty co phan Thuy Đac San,CAF,STKVNSPV,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SPV-cong-ty-co-phan-thuy-dac-san.chn,
"http://s.cafef.vn/upcom/SQC-cong-ty-co-phan-khoang-san-sai-gon-quy-nhon.chn,CenterName:UpCom,Symbol:SQC,TradeCenterID:9,ChangePrice:66.666666666666657,VonHoa:1287.588,ChangeVolume:-52.054794520547944,EPS:-0.241858694656987,PE:-49.6157478110054,Beta:-0.00122688633774428,Price:12,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Khoang san Sai Gon - Quy Nhon,ParentCategoryId:344},",upcom/SQC-cong-ty-co-phan-khoang-san-sai-gon-quy-nhon.chn,SQC,UPC,344,Cong ty Co phan Khoang san Sai Gon - Quy Nhon,CAF,STKVNSQC,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SQC-cong-ty-co-phan-khoang-san-sai-gon-quy-nhon.chn,
"http://s.cafef.vn/hastc/SRA-cong-ty-co-phan-sara-viet-nam.chn,CenterName:HNX,Symbol:SRA,TradeCenterID:2,ChangePrice:-5.55555555555556,VonHoa:146.8799116,ChangeVolume:-76.6246580866032,EPS:1.44969337949139,PE:2.34532353399645,Beta:0.804662168083428,Price:3.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Sara Viet Nam,ParentCategoryId:347},",hastc/SRA-cong-ty-co-phan-sara-viet-nam.chn,SRA,HNX,347,Cong ty Co phan Sara Viet Nam,CAF,STKVNSRA,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SRA-cong-ty-co-phan-sara-viet-nam.chn,
"http://s.cafef.vn/upcom/SRB-cong-ty-co-phan-tap-doan-sara.chn,CenterName:UpCom,Symbol:SRB,TradeCenterID:9,ChangePrice:-5.2631578947368354,VonHoa:15.3,ChangeVolume:-41.065830721003138,EPS:0.0102234556470588,PE:176.065712234771,Beta:1.12470423275787,Price:1.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Tap doan Sara,ParentCategoryId:347},",upcom/SRB-cong-ty-co-phan-tap-doan-sara.chn,SRB,UPC,347,Cong ty Co phan Tap doan Sara,CAF,STKVNSRB,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SRB-cong-ty-co-phan-tap-doan-sara.chn,
"http://s.cafef.vn/hose/SRC-cong-ty-co-phan-cao-su-sao-vang.chn,CenterName:HSX,Symbol:SRC,TradeCenterID:1,ChangePrice:-1.7647058823529453,VonHoa:468.6582456,ChangeVolume:-80.769230769230774,EPS:1.48589371461045,PE:11.2390272842484,Beta:1.36657028262289,Price:16.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Cao Su Sao Vang,ParentCategoryId:343},",hose/SRC-cong-ty-co-phan-cao-su-sao-vang.chn,SRC,HSX,343,Cong ty Co phan Cao Su Sao Vang,CAF,STKVNSRC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SRC-cong-ty-co-phan-cao-su-sao-vang.chn,
"http://s.cafef.vn/hose/SRF-cong-ty-co-phan-searefico.chn,CenterName:HSX,Symbol:SRF,TradeCenterID:1,ChangePrice:3.0000000000000071,VonHoa:348.003834,ChangeVolume:-100,EPS:0.539699953058563,PE:19.0846783321516,Beta:0.0806827721294655,Price:10.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan SEAREFICO,ParentCategoryId:343},",hose/SRF-cong-ty-co-phan-searefico.chn,SRF,HSX,343,Cong ty Co phan SEAREFICO,CAF,STKVNSRF,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SRF-cong-ty-co-phan-searefico.chn,
"http://s.cafef.vn/upcom/SRT-cong-ty-co-phan-van-tai-duong-sat-sai-gon.chn,CenterName:UpCom,Symbol:SRT,TradeCenterID:9,ChangePrice:2.1739130434782727,VonHoa:236.457,ChangeVolume:37.5,EPS:-0.778893160942158,PE:-6.03420370813736,Beta:0,Price:4.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Van tai Đuong sat Sai Gon,ParentCategoryId:343},",upcom/SRT-cong-ty-co-phan-van-tai-duong-sat-sai-gon.chn,SRT,UPC,343,Cong ty Co phan Van tai Đuong sat Sai Gon,CAF,STKVNSRT,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SRT-cong-ty-co-phan-van-tai-duong-sat-sai-gon.chn,
"http://s.cafef.vn/hose/SSB-ngan-hang-thuong-mai-co-phan-dong-nam-a.chn,CenterName:HSX,Symbol:SSB,TradeCenterID:1,ChangePrice:1.6025641025641029,VonHoa:64677.4550956,ChangeVolume:-1.7795637198622274,EPS:1.92186272215645,PE:16.4944143171842,Beta:0,Price:31.7,UpdatedDate:\/Date(1671780312385)\/,FullName:Ngan hang Thuong mai co phan Đong Nam A,ParentCategoryId:341},",hose/SSB-ngan-hang-thuong-mai-co-phan-dong-nam-a.chn,SSB,HSX,341,Ngan hang Thuong mai co phan Đong Nam A,CAF,STKVNSSB,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SSB-ngan-hang-thuong-mai-co-phan-dong-nam-a.chn,
"http://s.cafef.vn/hose/SSC-cong-ty-co-phan-giong-cay-trong-mien-nam.chn,CenterName:HSX,Symbol:SSC,TradeCenterID:1,ChangePrice:0.3577817531305954,VonHoa:372.27356925,ChangeVolume:25,EPS:4.84972117684245,PE:5.78383766348043,Beta:-0.0881447626154277,Price:28.05,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Giong cay trong Mien Nam ,ParentCategoryId:338},",hose/SSC-cong-ty-co-phan-giong-cay-trong-mien-nam.chn,SSC,HSX,338,Cong ty Co phan Giong cay trong Mien Nam ,CAF,STKVNSSC,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SSC-cong-ty-co-phan-giong-cay-trong-mien-nam.chn,
"http://s.cafef.vn/upcom/SSF-cong-ty-co-phan-giay-sai-gon.chn,CenterName:UpCom,Symbol:SSF,TradeCenterID:9,ChangePrice:0,VonHoa:32.96,ChangeVolume:0,EPS:-0.5117102103125,PE:-20.1285801854722,Beta:0.0409006025836013,Price:10.3,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Giay Sai Gon,ParentCategoryId:339},",upcom/SSF-cong-ty-co-phan-giay-sai-gon.chn,SSF,UPC,339,Cong ty Co phan Giay Sai Gon,CAF,STKVNSSF,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SSF-cong-ty-co-phan-giay-sai-gon.chn,
"http://s.cafef.vn/upcom/SSG-cong-ty-co-phan-van-tai-bien-hai-au.chn,CenterName:UpCom,Symbol:SSG,TradeCenterID:9,ChangePrice:0,VonHoa:34.86833,ChangeVolume:-100,EPS:0.824304358195532,PE:8.49200896538211,Beta:0.441637704501144,Price:7,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Van tai bien Hai Au,ParentCategoryId:343},",upcom/SSG-cong-ty-co-phan-van-tai-bien-hai-au.chn,SSG,UPC,343,Cong ty Co phan Van tai bien Hai Au,CAF,STKVNSSG,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SSG-cong-ty-co-phan-van-tai-bien-hai-au.chn,
"http://s.cafef.vn/upcom/SSH-cong-ty-co-phan-phat-trien-sunshine-homes.chn,CenterName:UpCom,Symbol:SSH,TradeCenterID:9,ChangePrice:-0.70921985815602839,VonHoa:26250,ChangeVolume:17.359533919225832,EPS:0.660330640866667,PE:106.007499376565,Beta:0,Price:70,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Phat trien Sunshine Homes,ParentCategoryId:345},",upcom/SSH-cong-ty-co-phan-phat-trien-sunshine-homes.chn,SSH,UPC,345,Cong ty co phan Phat trien Sunshine Homes,CAF,STKVNSSH,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SSH-cong-ty-co-phan-phat-trien-sunshine-homes.chn,
"http://s.cafef.vn/hose/SSI-cong-ty-co-phan-chung-khoan-ssi.chn,CenterName:HSX,Symbol:SSI,TradeCenterID:1,ChangePrice:-6.8292682926829205,VonHoa:28442.3614361,ChangeVolume:-17.209813622689197,EPS:1.65152785750651,PE:11.5650486385602,Beta:1.07517955414607,Price:19.1,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty co phan Chung khoan SSI,ParentCategoryId:341},",hose/SSI-cong-ty-co-phan-chung-khoan-ssi.chn,SSI,HSX,341,Cong ty co phan Chung khoan SSI,CAF,STKVNSSI,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/SSI-cong-ty-co-phan-chung-khoan-ssi.chn,
"http://s.cafef.vn/hastc/SSM-cong-ty-co-phan-che-tao-ket-cau-thep-vnecossm.chn,CenterName:HNX,Symbol:SSM,TradeCenterID:2,ChangePrice:29.729729729729719,VonHoa:23.7478896,ChangeVolume:-90.800171159606336,EPS:-1.28343735039092,PE:-3.73995660835177,Beta:0.759004469371659,Price:4.8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Che tao Ket cau Thep VNECO.SSM,ParentCategoryId:343},",hastc/SSM-cong-ty-co-phan-che-tao-ket-cau-thep-vnecossm.chn,SSM,HNX,343,Cong ty Co phan Che tao Ket cau Thep VNECO.SSM,CAF,STKVNSSM,2022-12-30,2022-12-29,,https://s.cafef.vn/hastc/SSM-cong-ty-co-phan-che-tao-ket-cau-thep-vnecossm.chn,
"http://s.cafef.vn/upcom/SSN-cong-ty-co-phan-xuat-nhap-khau-thuy-san-sai-gon.chn,CenterName:UpCom,Symbol:SSN,TradeCenterID:9,ChangePrice:-12.820512820512823,VonHoa:134.64,ChangeVolume:-61.599576271186443,EPS:-0.00442770083333333,PE:-767.892892492548,Beta:0.0249408004928479,Price:3.4,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Xuat nhap khau Thuy san Sai Gon,ParentCategoryId:339},",upcom/SSN-cong-ty-co-phan-xuat-nhap-khau-thuy-san-sai-gon.chn,SSN,UPC,339,Cong ty Co phan Xuat nhap khau Thuy san Sai Gon,CAF,STKVNSSN,2022-12-30,2022-12-29,,https://s.cafef.vn/upcom/SSN-cong-ty-co-phan-xuat-nhap-khau-thuy-san-sai-gon.chn,
"http://s.cafef.vn/hose/ST8-cong-ty-co-phan-sieu-thanh.chn,CenterName:HSX,Symbol:ST8,TradeCenterID:1,ChangePrice:0,VonHoa:205.767216,ChangeVolume:-21.276595744680851,EPS:8.28498981396531,PE:0.965601669964044,Beta:0.496315642197556,Price:8,UpdatedDate:\/Date(1671780312385)\/,FullName:Cong ty Co phan Sieu Thanh ,ParentCategoryId:346},",hose/ST8-cong-ty-co-phan-sieu-thanh.chn,ST8,HSX,346,Cong ty Co phan Sieu Thanh ,CAF,STKVNST8,2022-12-30,2022-12-29,,https://s.cafef.vn/hose/ST8-cong-ty-co-phan-sieu-thanh.chn,
