,country,name,full_name,symbol,isin,asset_class,currency,stock_exchange,def_stock_exchange
1107,china,Fortune SG CSI Technology Top Index,Fortune SG CSI Technology Top Index,515000,,equity,CNY,Shanghai,True
1108,china,Guotai CSI Computer Index,Guotai CSI Computer Index,512720,CNE100003L11,equity,CNY,Shanghai,True
1109,china,Lion SSE Emerging Industries,Lion SSE Emerging Industries,510260,CNE100001SW9,equity,CNY,Shanghai,True
1110,china,China Life AMP Money Market,China Life AMP Money Market,511970,CNE1000028C7,other,CNY,Shanghai,True
1111,china,Fullgoal CSI 10 Year Treasury Note,Fullgoal CSI 10 Year Treasury Note,511310,,bond,HTG,Shanghai,True
1112,china,Lion CSI 500,Lion CSI 500,510520,CNE1000029J0,equity,CNY,Shanghai,True
1113,china,Penghua SSE POE 50,Penghua SSE Private-owned Enterprises 50,510070,CNE0999003M4,equity,CNY,Shanghai,True
1114,colombia,Fond Burs iShares MSCI Col Rsk Whtd,Fondo Bursatil iShares MSCI Colombia Risk Weighted,ICOLRISK,COR5FPA00018,equity,COP,Colombia,True
1115,colombia,Horizons Fondo Bursatil Colombia Select de S&P,Fondo Bursátil Horizons Colombia Select DE S&P,HCOLSEL,CORJ8PA00013,equity,COP,Colombia,True
1116,denmark,Bull DAX 15 N,Nordea Bank AB Call DAX Bull DAX 15 N,DK0060744217,DK0060744217,equity,DKK,Copenhagen,True
1117,denmark,Bull DAX 2 N,Nordea Bank AB Call DAX Bull DAX 2 N,DK0060613461,DK0060613461,equity,DKK,Copenhagen,True
1118,denmark,BankInvest Lange Danske Obligationer,BankInvest Lange Danske Obligationer,BAILDOBA,DK0016109531,bond,DKK,Copenhagen,True
1119,denmark,BankInvest Korte Danske Obligationer,BankInvest Korte Danske Obligationer,BAIKDOBA,DK0016109614,bond,DKK,Copenhagen,True
1120,denmark,Sparinvest DJSI World,Sparinvest DJSI World,SPIDJWKL,DK0010297464,equity,DKK,Copenhagen,True
1121,denmark,Danske Invest Danmark Indeks,Danske Invest Danmark Indeks,DKIDKIX,DK0010266238,equity,DKK,Copenhagen,True
1122,denmark,Jyske Invest USA Aktier,Jyske Invest USA Aktier,JYIUSAKL,DK0010251396,equity,DKK,Copenhagen,True
1123,denmark,Danske Invest Europa Indeks,Danske Invest Europa Indeks,DKIEUIX,DK0010266311,equity,DKK,Copenhagen,True
1124,denmark,Danske Invest Global StockPicking,Danske Invest Global StockPicking,DKIGLOSP,DK0010264530,equity,DKK,Copenhagen,True
1125,denmark,BankInvest Hojrentelande,BankInvest Hojrentelande,BAIEMOBA,DK0016112832,bond,DKK,Copenhagen,True
1126,denmark,Danske Invest Danmark,Danske Invest Danmark,DKIDK,DK0010252873,equity,DKK,Copenhagen,True
1127,denmark,Sparinvest Europa Growth,Sparinvest Europa Growth,SPIEUGKL,DK0010297548,equity,DKK,Copenhagen,True
1128,denmark,Danske Invest Global,Danske Invest Global,DKIGI,DK0010263052,equity,DKK,Copenhagen,True
1129,denmark,Sparinvest US Growth,Sparinvest US Growth,SPIUSGKL,DK0010298272,equity,DKK,Copenhagen,True
1130,denmark,Sparinvest USA Value,Sparinvest USA Value,SPIUSVKL,DK0010298439,equity,DKK,Copenhagen,True
1131,denmark,Danske Invest Fjernosten,Danske Invest Fjernosten,DKIFJIX,DK0010207141,equity,DKK,Copenhagen,True
1132,denmark,Xact Kapitalforvaltning,Xact Kapitalforvaltning,XACTC25,SE0011452127,equity,DKK,Copenhagen,True
1133,denmark,Bull EURO STOXX 15 N,Nordea Bank AB Call EURO STOXX 50 Bull 15 N,DK0060744134,DK0060744134,equity,DKK,Copenhagen,True
1134,denmark,Alm Brand Invest Europaeiske Aktier,Alm Brand Invest Europaeiske Aktier,ALIEUA,DK0010244854,equity,DKK,Copenhagen,True
1135,denmark,Jyske Invest Europaeiske Aktier,Jyske Invest Europaeiske Aktier,JYIEUAKL,DK0010243104,equity,DKK,Copenhagen,True
1136,denmark,Nordea Bank AB Call DAX 31Dec99,Nordea Bank AB Call DAX 31Dec99,DK0061008802,DK0061008802,equity,DKK,Copenhagen,True
1137,denmark,Sparinvest Japan Value,Sparinvest Japan Value,SPIJAVKL,DK0010298199,equity,DKK,Copenhagen,True
1138,denmark,BankInvest Globale Indeksobligationer,BankInvest Globale Indeksobligationer,BAIGIOA,DK0015908719,bond,DKK,Copenhagen,True
1139,denmark,Carnegie WorldWide/Danske Aktier,Carnegie WorldWide/Danske Aktier,CWIDKKL,DK0010249655,equity,DKK,Copenhagen,True
1140,denmark,Carnegie WorldWide/Globale Aktier,Carnegie WorldWide/Globale Aktier,CWIGAKL,DK0010157965,equity,DKK,Copenhagen,True
1141,denmark,Handelsinvest Verden,Handelsinvest Verden,HAIVER,DK0010157296,equity,DKK,Copenhagen,True
1142,denmark,BankInvest Virksomhedsobligatione,BankInvest Virksomhedsobligatione,BAIVOIGA,DK0010296813,bond,DKK,Copenhagen,True
1143,denmark,Sparinvest Europa Small Cap,Sparinvest Europa Small Cap,SPIEUCKL,DK0010297621,equity,DKK,Copenhagen,True
1144,denmark,Sparinvest USA Small Cap,Sparinvest USA Small Cap,SPIUSSKL,DK0010298355,equity,DKK,Copenhagen,True
1145,denmark,Bull EURO STOXX 10 N,Nordea Bank AB Call EURO STOXX 50 Bull 10 N,DK0060744050,DK0060744050,equity,DKK,Copenhagen,True
1146,denmark,SKAGEN Global A,SKAGEN Global A,SKIGLO,NO0008004009,equity,DKK,Copenhagen,True
1147,denmark,Danske Invest Europa,Danske Invest Europa,DKIEU,DK0010252956,equity,DKK,Copenhagen,True
1148,denmark,Bear DAX 10 N,Nordea Bank AB Put DAX Bear DAX 10 N,DK0060714491,DK0060714491,equity,DKK,Copenhagen,True
1149,denmark,Bear EURO STOXX 10 N,Nordea Bank AB Call EURO STOXX 50 Bear 10 N,DK0060715118,DK0060715118,equity,DKK,Copenhagen,True
1150,denmark,Bull EURO STOXX 2 N,Nordea Bank AB Call EURO STOXX 50 Bull 2 N,DK0060613388,DK0060613388,equity,DKK,Copenhagen,True
1151,denmark,Bear DAX 15 N I,Nordea Bank AB Put DAX Bear DAX 15 N I,DK0060783462,DK0060783462,equity,DKK,Copenhagen,True
1152,denmark,Bankinvest Udenlandske Obligationer,Bankinvest Udenlandske Obligationer,BAIUOBA,DK0010032671,bond,DKK,Copenhagen,True
1153,denmark,Bear DAX X6 SE,Skandinaviska Enskilda Banken AB Put DAX Bear DAX X6 SE,DK0060718211,DK0060718211,equity,DKK,Copenhagen,True
1154,denmark,Bull EURO STOXX N,Nordea Bank AB Call EURO STOXX 50 Bull N,DK0060611176,DK0060611176,equity,DKK,Copenhagen,True
1155,denmark,Bear EURO STOXX 15 N,Nordea Bank AB Call EURO STOXX 50 Bear 15 N,DK0060783546,DK0060783546,equity,DKK,Copenhagen,True
1156,denmark,Bull DAX 10 N,Nordea Bank AB Call DAX Bull DAX 10 N,DK0060715548,DK0060715548,equity,DKK,Copenhagen,True
1157,denmark,Bear DAX 5 N,Nordea Bank AB Put DAX Bear DAX 5 N,DK0060714574,DK0060714574,equity,DKK,Copenhagen,True
1158,denmark,Danske Invest Global StockPicking 2,Danske Invest Global StockPicking 2,DKIGLOSP2,DK0010253095,equity,DKK,Copenhagen,True
1159,denmark,Bear DAX 15 N,Nordea Bank AB Put DAX Bear DAX 15 N,DK0060714301,DK0060714301,equity,DKK,Copenhagen,True
1160,denmark,Bear DAX 2 N,Nordea Bank AB Put DAX Bear DAX 2 N,DK0060614519,DK0060614519,equity,DKK,Copenhagen,True
1161,denmark,Bear DAX N,Nordea Bank AB Put DAX Bear DAX N,DK0060612810,DK0060612810,equity,DKK,Copenhagen,True
1162,denmark,Bull DAX N,Nordea Bank AB Call DAX Bull DAX N,DK0060611259,DK0060611259,equity,DKK,Copenhagen,True
1163,denmark,Sparinvest Japan Small Cap,Sparinvest Japan Small Cap,SPIJASKL,DK0010298009,equity,DKK,Copenhagen,True
1164,denmark,Sparinvest Japan Growth,Sparinvest Japan Growth,SPIJAGKL,DK0010297977,equity,DKK,Copenhagen,True
1165,denmark,SKAGEN Kon-Tiki A,SKAGEN Kon-Tiki A,SKIKON,NO0010140502,equity,DKK,Copenhagen,True
1166,denmark,SKAGEN Vekst A,SKAGEN Vekst A,SKIVEK,NO0008000445,equity,DKK,Copenhagen,True
1167,denmark,Gudme Raaschou Selection,Gudme Raaschou Selection,LSIVSE,DK0010274760,equity,DKK,Copenhagen,True
1168,denmark,Sparinvest SICAV Securus,Sparinvest SICAV Securus,SSISEURR,LU0139791205,other,EUR,Copenhagen,True
1169,denmark,Sparinvest SICAV Procedo,Sparinvest SICAV Procedo,SSIPEURR,LU0139792278,other,EUR,Copenhagen,True
1170,denmark,Sparinvest Long Danish Bonds,Sparinvest Long Danish Bonds,SSILDBDKKR,LU0138507396,bond,DKK,Copenhagen,True
1171,denmark,Sparinvest Global Value,Sparinvest Global Value,SSIGVEURR,LU0138501191,other,EUR,Copenhagen,True
1172,denmark,Sparinvest Nye Obligationsmarkeder,Sparinvest Nye Obligationsmarkeder KL,SPINOBKLA,DK0016030786,bond,DKK,Copenhagen,True
1173,denmark,Danske Invest Europa Fokus,Danske Invest Europa Fokus,DKIEUFOK,DK0010245901,equity,DKK,Copenhagen,True
1174,egypt,Egyptian Exchange 30,Egyptian Exchange 30,EGX30ETF,EGS69491M015,equity,EGP,Egypt,True
1175,euro zone,iShares Core FTSE 100 UCITS,iShares Core FTSE 100 UCITS,ISFl,IE0005042456,equity,GBP,BATS Europe,False
1176,euro zone,Lyxor UCITS Stoxx 50 Daily Double Short,Lyxor Euro Stoxx 50 Daily Double Short UCITS,BXXp,FR0010424143,equity,EUR,BATS Europe,False
1177,euro zone,iShares EURO STOXX 50 UCITS,iShares EURO STOXX 50 UCITS DE,EXW1d,DE0005933956,equity,EUR,BATS Europe,False
1178,euro zone,db x-trackers DAX UCITS DR,db x-trackers DAX UCITS DR 1C,DBXDd,LU0274211480,equity,EUR,BATS Europe,False
1179,euro zone,iShares Core DAX UCITS,iShares Core DAX UCITS DE,EXS1d,DE0005933931,equity,EUR,BATS Europe,False
1180,euro zone,Lyxor UCITS Stoxx 50 Daily Leverage,Lyxor Euro Stoxx 50 Daily Leverage UCITS,LVEp,FR0010468983,equity,EUR,BATS Europe,False
1181,euro zone,Lyxor UCITS Stoxx Europe 600 Banks,Lyxor Stoxx Europe 600 Banks UCITS,BNKp,FR0010345371,equity,EUR,BATS Europe,False
1182,euro zone,Lyxor UCITS Stoxx Europe 600 Basic Resources,Lyxor Stoxx Europe 600 Basic Resources UCITS,BREp,FR0010345389,equity,EUR,BATS Europe,False
1183,euro zone,iShares MSCI AC Far East ex-Japan UCITS,iShares MSCI AC Far East ex-Japan UCITS,IDFFl,IE00B0M63730,equity,USD,BATS Europe,False
1184,euro zone,db x-trackers Euro Stoxx 50 UCITS DR 1D,db x-trackers Euro Stoxx 50 UCITS DR 1D,DBXEd,LU0274211217,equity,EUR,BATS Europe,False
1185,euro zone,iShares EURO STOXX Banks 30-15 UCITS,iShares EURO STOXX Banks 30-15 UCITS DE,EXX1d,DE0006289309,equity,EUR,BATS Europe,False
1186,euro zone,iShares S&P SmallCap 600 UCITS,iShares S&P Small Cap 600 UCITS,IDP6l,IE00B2QWCY14,equity,USD,BATS Europe,False
1187,euro zone,Amundi ETF Euro Stoxx 50 UCITS,Amundi Euro Stoxx 50 UCITS DR C,C50p,FR0010654913,equity,EUR,BATS Europe,False
1188,euro zone,UBS MSCI EM Socially Responsible A-dis,UBS MSCI Emerging Markets Socially Responsible UCITS A-dis,MSRUSm,LU1048313891,equity,EUR,BATS Europe,False
1189,euro zone,iShares MSCI Poland UCITS,iShares MSCI Poland UCITS Acc,IPOLl,IE00B4M7GH52,equity,USD,BATS Europe,False
1190,euro zone,iShares MSCI USA Islamic UCITS,iShares MSCI USA Islamic UCITS,ISDUl,IE00B296QM64,equity,USD,BATS Europe,False
1191,euro zone,Source EURO STOXX Optimised Banks,Source EURO STOXX Optimised Banks UCITS,S7XEd,IE00B3Q19T94,equity,EUR,BATS Europe,False
1192,euro zone,Ossiam EM Minimum Variance NR 1C,Ossiam Emerging Markets Minimum Variance NR UCITS 1C,DEMVz,LU0705291812,equity,USD,BATS Europe,False
1193,euro zone,Lyxor UCITS Stoxx Europe 600 Telecommunications,Lyxor Stoxx Europe 600 Telecommunications UCITS,TELp,FR0010344812,equity,EUR,BATS Europe,False
1194,euro zone,Lyxor UCITS Stoxx Europe 600 Industrial Goods & Se,Lyxor Stoxx Europe 600 Industrial Goods & Services UCITS,INDp,FR0010344887,equity,EUR,BATS Europe,False
1195,euro zone,db x-trackers Swiss Large Cap Index DR 1C,db x-trackers Swiss Large Cap UCITS DR 1C,XSMCz,LU0943504760,equity,CHF,BATS Europe,False
1196,euro zone,Lyxor UCITS Stoxx Europe 600 Food & Beverage,Lyxor Stoxx Europe 600 Food & Beverage UCITS,FOOp,FR0010344861,equity,EUR,BATS Europe,False
1197,euro zone,x-trackers Swiss Large DR 1D,db xtrackers Swiss LargeCap DR 1D,XSMIz,LU0274221281,equity,CHF,BATS Europe,False
1198,euro zone,x-trackers Swiss Large DR 1D,db x-trackers Swiss Large Cap UCITS DR 1D,XSMIm,LU0274221281,equity,EUR,BATS Europe,False
1199,euro zone,iShares SMI,iShares SMI CH,CSSMIz,CH0008899764,equity,CHF,BATS Europe,False
1200,euro zone,Lyxor Ibex35 (DR) D-EUR,Lyxor Ibex35 DR UCITS D-EUR,LYXIBe,FR0010251744,equity,EUR,BATS Europe,False
1201,euro zone,iShares US Aggregate Bond UCITS,iShares US Aggregate Bond UCITS,IUAGz,IE00B44CGS96,bond,USD,BATS Europe,False
1202,euro zone,Lyxor UCITS Stoxx Banks C-EUR,Lyxor Euro Stoxx Banks UCITS C-EUR,BNKEp,FR0011645647,equity,EUR,BATS Europe,False
1203,euro zone,Lyxor UCITS DAX,Lyxor DAX DR UCITS,DAXp,LU0252633754,equity,EUR,BATS Europe,False
1204,euro zone,UBS Barclays Capital US 10+ T Bond hedged A-dis,UBS Barclays Capital US 10+ Treasury Bond UCITS hedged to EUR A-dis,UST10z,LU1459800113,bond,EUR,BATS Europe,True
1205,euro zone,UBS Barclays EUR Treasury 1-10 EUR,UBS Barclays Treasury 1-10 UCITS A-dis,SS1EUz,LU0969639128,bond,EUR,BATS Europe,False
1206,euro zone,Lyxor UCITS CAC 40 (DR) D-EUR,Lyxor CAC 40 DR UCITS D,CACp,FR0007052782,equity,EUR,BATS Europe,False
1207,euro zone,Lyxor UCITS CAC 40 Daily Double Short,Lyxor CAC 40 Daily Double Short UCITS,BX4p,FR0010411884,equity,EUR,BATS Europe,False
1208,euro zone,HSBC FTSE 100 UCITS,HSBC FTSE 100 UCITS,HUKXz,IE00B42TW061,equity,USD,BATS Europe,False
1209,euro zone,Vanguard FTSE 100 UCITS GBP Inc,Vanguard FTSE 100 UCITS,VUKEl,IE00B810Q511,equity,GBP,BATS Europe,False
1210,euro zone,ETFS DAX Daily 2x Long GO UCITS,ETFS DAX Daily 2x Long GO UCITS,DEL2d,DE000A0X8994,equity,EUR,BATS Europe,False
1211,euro zone,iShares $ Tips UCITS,iShares USD TIPS UCITS,ITPSl,IE00B1FZSC47,bond,GBP,BATS Europe,False
1212,euro zone,iShares MSCI EM Islamic,iShares MSCI EM Islamic UCITS,ISDEl,IE00B27YCP72,equity,USD,BATS Europe,False
1213,euro zone,Boost Euro Stoxx Banks 3X Leverage Daily,Boost Euro Stoxx Banks 3X Leverage Daily,3BALm,IE00BLS09N40,equity,EUR,BATS Europe,False
1214,euro zone,Boost Euro Stoxx Banks 3X Short Daily,Boost Euro Stoxx Banks 3X Short Daily,3BASm,IE00BLS09P63,equity,EUR,BATS Europe,False
1215,euro zone,db x-trackers Euro Stoxx 50 (DR) 1C,db x-trackers Euro Stoxx 50 UCITS DR 1C,XESCm,LU0380865021,equity,EUR,BATS Europe,False
1216,euro zone,iShares Core MSCI Emerging Markets IMI UCITS,iShares Core MSCI Emerging Markets IMI UCITS,EIMIl,IE00BKM4GZ66,equity,USD,BATS Europe,False
1217,euro zone,SPDR BofA Merrill Lynch 0-5 EM Govt Bond,SPDR BofA Merrill Lynch 0-5 Emerging Markets Government Bond UCITS,EMH5m,IE00BP46NG52,bond,EUR,BATS Europe,True
1218,euro zone,iShares MSCI North America UCITS,iShares MSCI North America UCITS,IDNAl,IE00B14X4M10,equity,USD,BATS Europe,False
1219,euro zone,UBS SMI CHF A-dis,UBS SMI A-dis,SMICZz,CH0017142719,equity,CHF,BATS Europe,False
1220,finland,Bull DAX X15 NF1,Nordea Bank AB Call DAX Bull DAX X15 NF1,FI4000205018,FI4000205018,equity,EUR,Helsinki,True
1221,finland,Seligson & Co OMX Helsinki 25,Seligson & Co OMX Helsinki 25,SLGOMXH25,FI0008805627,equity,EUR,Helsinki,True
1222,finland,LahiTapiola Korko 100,LahiTapiola Korko 100,TAPETFK,FI4000029376,bond,EUR,Helsinki,True
1223,finland,LahiTapiola Osake 100,LahiTapiola Osake 100,TAPETFO,FI4000029384,equity,EUR,Helsinki,True
1224,finland,Finlandia Fokus,Finlandia Fokus,FINFOCU,FI4000076583,equity,EUR,Helsinki,True
1225,finland,Bull DAX X5 NF,Nordea Bank AB Call DAX Bull DAX X5 NF,FI4000040233,FI4000040233,equity,EUR,Helsinki,True
1226,finland,Bear DAX X12 NF,Nordea Bank AB Put DAX Bear DAX X12 NF,FI4000205158,FI4000205158,equity,EUR,Helsinki,True
1227,finland,Bear DAX X8 NF,Nordea Bank AB Put DAX Bear DAX X8 NF,FI4000205166,FI4000205166,equity,EUR,Helsinki,True
1228,finland,Bear DAX X15 NF2,Nordea Bank AB Put DAX Bear DAX X15 NF2,FI4000215264,FI4000215264,equity,EUR,Helsinki,True
1229,finland,Bear DAX X10 NF1,Nordea Bank AB Put DAX Bear DAX X10 NF1,FI4000231014,FI4000231014,equity,EUR,Helsinki,True
1230,finland,Nordea Bank AB Put DJ EURO STOXX 50 BEAR EUROPE X2,Nordea Bank AB Put DJ EURO STOXX 50 BEAR EUROPE X2 NF,FI4000047717,FI4000047717,equity,EUR,Helsinki,True
1231,finland,Nordea Bank AB Call EURO STOXX 50 BULL SX5E X15 NF,Nordea Bank AB Call EURO STOXX 50 BULL SX5E X15 NF,FI4000205059,FI4000205059,equity,EUR,Helsinki,True
1232,finland,Nordea Bank AB Put EURO STOXX 50 BEAR SX5E X15 NF1,Nordea Bank AB Put EURO STOXX 50 BEAR SX5E X15 NF1,FI4000231022,FI4000231022,equity,EUR,Helsinki,True
1233,finland,BetaBuilders US Equity UCITS USD Acc,BetaBuilders US Equity UCITS USD Acc,JPMBBUSEA,IE00BJK9H753,equity,USD,Helsinki,True
1234,finland,BetaBuilders US Equity UCITS USD Dist,BetaBuilders US Equity UCITS USD Dist,JPMBBUSED,IE00BJK9H860,equity,USD,Helsinki,True
1235,france,Lyxor UCITS CAC 40 Daily Double Short,Lyxor UCITS CAC 40 Daily Double Short,BX4,FR0010411884,equity,EUR,Paris,True
1236,france,ETFS Natural Gas,ETFS Natural Gas,NGASP,GB00B15KY104,commodity,EUR,Paris,False
1237,france,Lyxor UCITS FTSE ATHEX Large Cap,Lyxor UCITS FTSE ATHEX Large Cap,LGRE,FR0010405431,equity,EUR,Paris,True
1238,france,Amundi ETF MSCI Emerging Markets UCITS USD,Amundi Index Solutions - Amundi MSCI Emerging Markets UCITS ETF-C USD,AUEM,LU1681045453,equity,USD,Paris,True
1239,france,Lyxor UCITS CAC 40 (DR) D-EUR,Lyxor UCITS CAC 40 (DR) D-EUR,CAC,FR0007052782,equity,EUR,Paris,True
1240,france,Amundi ETF MSCI Emerging Markets UCITS,Amundi ETF MSCI Emerging Markets UCITS,AEEM,LU1681045370,equity,EUR,Paris,True
1241,france,Lyxor UCITS Daily Leverage CAC 40,Lyxor UCITS Daily Leverage CAC 40,LVC,FR0010592014,equity,EUR,Paris,True
1242,france,Amundi ETF Short Euro Stoxx 50 Daily UCITS,Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF,C5S,FR0010757781,equity,EUR,Paris,True
1243,france,Lyxor UCITS Stoxx 50 Daily Double Short,Lyxor UCITS Stoxx 50 Daily Double Short,BXX,FR0010424143,equity,EUR,Paris,True
1244,france,Amundi ETF MSCI France UCITS,Amundi ETF MSCI France UCITS,CF1,FR0010655704,equity,EUR,Paris,True
1245,france,BNP Paribas Easy S&P 500 C,BNP Paribas Easy S&P 500 UCITS C,ESD,FR0011550177,equity,USD,Paris,True
1246,france,BNPParibas Easy FTSE EPRA/NAREIT Developped Europe,BNP Paribas Easy FTSE EPRA/NAREIT Developed Europe UCITS ETF QD EUR,EEP,LU1291091228,other,EUR,Paris,True
1247,france,Lyxor UCITS MSCI Emerging Markets C-EUR,Lyxor UCITS MSCI Emerging Markets C-EUR,LYXLEM,FR0010429068,equity,EUR,Paris,True
1248,france,Lyxor UCITS Daily ShortDAX x2 C-EUR,Lyxor UCITS Daily ShortDAX x2 C-EUR,DSD,FR0010869495,equity,EUR,Paris,True
1249,france,Lyxor UCITS Stoxx Banks C-EUR,Lyxor UCITS Stoxx Banks C-EUR,BNKE,LU1829219390,equity,EUR,Paris,True
1250,france,Lyxor UCITS Stoxx Europe 600 Banks,Lyxor UCITS Stoxx Europe 600 Banks,LYXBNK,LU1834983477,equity,EUR,Paris,True
1251,france,Lyxor UCITS LevDAX,Lyxor UCITS LevDAX,LLDA,LU0252634307,equity,EUR,Paris,False
1252,france,Lyxor UCITS Stoxx 50 D-EUR,Lyxor UCITS Stoxx 50 D-EUR,MSE,FR0007054358,equity,EUR,Paris,True
1253,france,Lyxor UCITS DAX,Lyxor UCITS DAX,DAX,LU0252633754,equity,EUR,Paris,True
1254,france,BNP Paribas Easy S&P 500 Hedge,BNP Paribas Easy S&P 500 UCITS Hedge,ESEH,FR0013041530,equity,EUR,Paris,True
1255,france,BNP Paribas Easy Stoxx Europe 600,BNP Paribas Easy Stoxx Europe 600 UCITS C,ETZ,FR0011550193,equity,EUR,Paris,False
1256,france,Lyxor PEA China Enterprise HSCEI C,Lyxor PEA China Enterprise HSCEI UCITS C,PASI,FR0011871078,equity,EUR,Paris,True
1257,france,Lyxor UCITS Daily Short CAC 40,Lyxor UCITS Daily Short CAC 40,SHC,FR0010591362,equity,EUR,Paris,True
1258,france,Lyxor UCITS FTSE 100 C-GBP,Lyxor UCITS FTSE 100 C-GBP,LY100,LU1650492173,equity,EUR,Paris,True
1259,france,Lyxor CAC 40 (DR) UCITS Acc,Lyxor CAC 40 (DR) UCITS ETF Acc,CACC,FR0013380607,equity,EUR,Paris,True
1260,france,Lyxor UCITS MSCI Malaysia C-EUR,Lyxor UCITS MSCI Malaysia C-EUR,LYMAL,LU1901001542,equity,EUR,Paris,True
1261,france,Lyxor UCITS Stoxx 50 Daily Leverage,Lyxor UCITS Stoxx 50 Daily Leverage,LVE,FR0010468983,equity,EUR,Paris,True
1262,france,Amundi ETF MSCI Europe Value UCITS,Amundi ETF MSCI Europe Value UCITS,CV9,LU1681042518,equity,EUR,Paris,True
1263,france,Lyxor PEA S&P 500 C,Lyxor PEA S&P 500 UCITS C,PSP5,FR0011871128,equity,EUR,Paris,True
1264,france,Amundi Europe Equity Multi Smart Allocation Scient,Amundi Europe Equity Multi Smart Allocation Scientific Beta UCITS,SMRE,LU1681039563,equity,USD,Paris,True
1265,france,Lyxor UCITS Daily Double Short Bund,Lyxor UCITS Daily Double Short Bund,DSB,FR0010869578,bond,EUR,Paris,True
1266,france,SPDR MSCI Europe Financials UCITS,SPDR MSCI Europe Financials UCITS,SPSTZ,IE00BKWQ0G16,equity,EUR,Paris,True
1267,france,Amundi ETF Short CAC 40 Daily UCITS,Amundi ETF Short CAC 40 Daily UCITS ETF,C4S,FR0010717124,equity,EUR,Paris,True
1268,france,Lyxor MSCI Eastern Europe Ex Russia UCITS Acc,Lyxor UCITS Eastern Europe CECE NTR EUR C-EUR,LYEE,LU1900066462,equity,EUR,Paris,False
1269,france,SSgA SPDR S&P Euro Dividend Aristocrats,SPDR S&P Euro Dividend Aristocrats UCITS,EUDV,IE00B5M1WJ87,equity,EUR,Paris,False
1270,france,Lyxor UCITS S&P 500 D-EUR,Lyxor UCITS S&P 500 D-EUR,SP5,LU0496786574,equity,EUR,Paris,True
1271,france,Lyxor MSCI EMU Value DR C EUR,Lyxor MSCI EMU Value DR UCITS C EUR,LEMU,LU1598690169,equity,EUR,Paris,False
1272,france,Amundi S&P 500 EUR Hedged Daily UCITS,Amundi S&P 500 EUR Hedged Daily UCITS,500H,LU1681049109,equity,EUR,Paris,False
1273,france,Lyxor UCITS iBoxx USD Liquid Emerging Markets Sove,Lyxor UCITS iBoxx USD Liquid Emerging Markets Sovereigns,LEMB,LU1686830909,bond,USD,Paris,False
1274,france,ETFS Gold Bullion Securities,ETFS Gold Bullion Securities,GBS,GB00B00FHZ82,commodity,EUR,Paris,False
1275,france,Amundi 2GOLD iNAV,Amundi 2GOLD iNAV,AMGOLD,FR0013416716,commodity,USD,Paris,True
1276,france,BNP Paribas Easy S&P 500 H,BNP Paribas Easy S&P 500 UCITS H,ESDD,FR0011550680,equity,USD,Paris,True
1277,france,Lyxor UCITS MSCI India C-EUR,Lyxor UCITS MSCI India C-EUR,INR,FR0010361683,equity,EUR,Paris,True
1278,france,Lyxor UCITS New Energy D-EUR,Lyxor UCITS New Energy D-EUR,LYNRJ,FR0010524777,equity,EUR,Paris,True
1279,france,Lyxor UCITS Stoxx Europe 600 Oil & Gas,Lyxor UCITS Stoxx Europe 600 Oil & Gas,LYXOIL,LU1834988278,equity,EUR,Paris,True
1280,france,Amundi JPX-Nikkei 400 JPY,Amundi JPX-Nikkei 400 UCITS JPY,JPNY,LU1681039050,equity,JPY,Paris,True
1281,france,Lyxor UCITS Hong Kong (HSI) D-EUR,Lyxor Hong Kong (HSI) UCITS ETF - Dist-EUR,HK,LU1900067940,equity,EUR,Paris,True
1282,france,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped,BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS Cap,EEA,LU0950381748,equity,EUR,Paris,True
1283,france,Amundi MSCI Europe Quality Factor,Amundi MSCI Europe Quality Factor UCITS,QCEU,LU1681041890,equity,EUR,Paris,True
1284,france,Amundi CAC 40 UCITS,Amundi CAC 40 UCITS,C40,LU1681046931,equity,EUR,Paris,False
1285,france,BNP Paribas Easy SP 500 UCITS,BNP Paribas Easy S&P 500 UCITS C USD,EEESE,FR0011550185,equity,EUR,Paris,False
1286,france,Lyxor EuroMTS 5-7Y Invstmnt Grd C,Lyxor EuroMTS 5-7 Investment Grade DR UCITS C,LMTC,LU1287023003,bond,EUR,Paris,False
1287,france,Amundi ETF PEA S&P 500 UCITS,Amundi ETF PEA S&P 500 UCITS ETF EUR,PE500,FR0013412285,equity,EUR,Paris,True
1288,france,Lyxor EuroMTS 7-10 Invest Grade DR C,Lyxor EuroMTS 7-10 Investment Grade DR UCITS C,LMTD,LU1287023185,bond,EUR,Paris,True
1289,france,Amundi ETF MSCI Japan UCITS,Amundi Index Solutions - Amundi Index MSCI Japan ETF-C EUR,CJ1,LU1602144732,equity,EUR,Paris,True
1290,france,Lyxor UCITS NASDAQ-100 Daily Leverage,Lyxor UCITS NASDAQ-100 Daily Leverage,LQQ,FR0010342592,equity,EUR,Paris,True
1291,france,Lyxor UCITS Commodities Thomson Reuters/Corecommod,Lyxor UCITS Commodities Thomson Reuters/Corecommodity CRB ex-Energy TR C-EUR,CNRG,LU1829218582,commodity,EUR,Paris,True
1292,france,Lyxor PEA Japan Topix C,Lyxor PEA Japan Topix UCITS C,PJPN,FR0011871102,equity,EUR,Paris,True
