,country,name,full_name,symbol,isin,asset_class,currency,stock_exchange,def_stock_exchange
0,australia,Australian High Interest Cash,Australian High Interest Cash,AAA,AU000000AAA3,other,AUD,Sydney,True
1,australia,VanEck Vectors MSCI International Sustainable Equi,VanEck Vectors MSCI International Sustainable Equity,ESGI,AU0000001356,equity,AUD,Sydney,True
2,australia,BetaShares Australian Equities Strong Bear Hedge,BetaShares Australian Equities Strong Bear Hedge,BBOZ,AU00000BBOZ2,equity,AUD,Sydney,True
3,australia,BetaShares Gold Bullion,BetaShares Gold Bullion Currency Hedged,QAU,AU000000QAU7,commodity,AUD,Sydney,True
4,australia,Vanguard Australian Shares,Vanguard Australian Shares,VAS,AU000000VAS1,equity,AUD,Sydney,True
5,australia,Betashares Active Australian Hybrids,Betashares Active Australian Hybrids,HBRD,AU00000HBRD9,bond,AUD,Sydney,True
6,australia,Montgomery Global Equities Fund,Montgomery Global Equities Fund,MOGL,AU00000MOGL8,equity,AUD,Sydney,True
7,australia,iShares S&P/ASX Dividend Opportunities,iShares S&P/ASX Dividend Opportunities,IHD,AU000000IHD5,equity,AUD,Sydney,True
8,australia,VanEck Vectors FTSE Global Infrastructure,VanEck Vectors FTSE Global Infrastructure,IFRA,AU00000IFRA4,equity,AUD,Sydney,True
9,australia,WCM Quality Global Growth,WCM Quality Global Growth,WCMQ,AU0000018103,equity,AUD,Sydney,True
10,australia,Vanguard Australian Government Bond,Vanguard Australian Government Bond,VGB,AU000000VGB4,bond,AUD,Sydney,True
11,australia,Betashares U.S. Equities Strong Bear Currency Hedg,Betashares U.S. Equities Strong Bear Currency Hedged,BBUS,AU00000BBUS4,equity,AUD,Sydney,True
12,australia,Ishares Core S&P/Asx 200,Ishares Core S&P/Asx 200,IOZ,AU000000IOZ4,equity,AUD,Sydney,True
13,australia,ANZ SP ASX 300 High Yield Plus,ANZ S&P/ASX 300 High Yield Plus,ZYAU,AU00000ZYAU3,equity,AUD,Sydney,True
14,australia,BetaShares Australian Top 20 Equity Yield Maximise,BetaShares Australian Top 20 Equity Yield Maximiser,YMAX,AU00000YMAX5,equity,AUD,Sydney,True
15,australia,VanEck Vectors Australian Equal Weight,VanEck Vectors Australian Equal Weight,MVW,AU000000MVW8,equity,AUD,Sydney,True
16,australia,VanEck Vectors MSCI World ex Australia Quality Hed,VanEck Vectors MSCI World ex Australia Quality (Hedged) ETF,QHAL,AU0000041204,equity,AUD,Sydney,True
17,australia,Vanguard Australian Property Securities,Vanguard Australian Property Securities,VAP,AU000000VAP7,equity,AUD,Sydney,True
18,australia,Magellan Global Equities,Magellan Global Equities,MHG,AU000000MHG0,equity,AUD,Sydney,True
19,australia,Perth Mint Gold,Perth Mint Gold,PMGOLD,AU000PMGOLD8,commodity,AUD,Sydney,True
20,australia,Vanguard Australian Shares High Yield,Vanguard Australian Shares High Yield,VHY,AU000000VHY4,equity,AUD,Sydney,True
21,australia,BetaShares Legg Mason Real Income,BetaShares Legg Mason Real Income,RINC,AU0000000630,equity,AUD,Sydney,True
22,australia,ETFS Physical Gold,ETFS Physical Gold,GOLD,AU00000GOLD7,commodity,AUD,Sydney,True
23,australia,Vanguard Australian Fixed Interest,Vanguard Australian Fixed Interest,VAF,AU000000VAF8,other,AUD,Sydney,True
24,australia,SPDR Dow Jones Global Real Estate,SPDR Dow Jones Global Real Estate,DJRE,AU00000DJRE9,equity,AUD,Sydney,True
25,australia,Betashares Nasdaq 100,Betashares Nasdaq 100,NDQ,AU000000NDQ6,equity,AUD,Sydney,True
26,australia,AMP Capital Global Infrastructure Securities,AMP Capital Global Infrastructure Securities,GLIN,AU00000GLIN8,equity,AUD,Sydney,True
27,australia,BetaShares Australian Investment Grade Corporate B,BetaShares Australian Investment Grade Corporate Bond ETF,CRED,AU0000008203,bond,AUD,Sydney,True
28,australia,Betashares Australian Bank Senior Floating Rate Bo,Betashares Australian Bank Senior Floating Rate Bond,QPON,AU00000QPON6,bond,AUD,Sydney,True
29,australia,BetaShares FTSE RAFI Australia 200,BetaShares FTSE RAFI Australia 200,QOZ,AU000000QOZ7,equity,AUD,Sydney,True
30,australia,Fidelity Global Emerging Markets,Fidelity Global Emerging Markets,FEMX,AU0000027708,equity,AUD,Sydney,True
31,australia,BetaShares US Dollar,BetaShares US Dollar,USD,AU000000USD7,currency,AUD,Sydney,True
32,australia,Vanguard MSCI Int Shares,Vanguard MSCI International Shares,VGS,AU000000VGS8,equity,AUD,Sydney,True
33,australia,BetaShares Australia 200,BetaShares Australia 200,A200,AU00000A2000,equity,AUD,Sydney,True
34,australia,BetaShares FTSE 100,BetaShares FTSE 100 ETF,F100,AU0000051054,equity,AUD,Sydney,True
35,australia,BetaShares Global Sustainability Leaders,BetaShares Global Sustainability Leaders,ETHI,AU00000ETHI8,equity,AUD,Sydney,True
36,australia,Betashares Global Cybersecurity,Betashares Global Cybersecurity,HACK,AU00000HACK8,equity,AUD,Sydney,True
37,australia,Vanguard MSCI Int Shares Hedged,Vanguard MSCI International Shares Hedged,VGAD,AU00000VGAD5,equity,AUD,Sydney,True
38,australia,VanEck Vectors Australian Floating Rate,VanEck Vectors Australian Floating Rate,FLOT,AU00000FLOT5,other,AUD,Sydney,True
39,australia,VanEck Vectors MSCI World ex Australia Quality,VanEck Vectors MSCI World ex Australia Quality,QUAL,AU00000QUAL9,equity,AUD,Sydney,True
40,australia,BetaShares Australian Dividend Harvester,BetaShares Australian Dividend Harvester,HVST,AU00000HVST1,equity,AUD,Sydney,True
41,australia,Betashares Asia Technology Tigers,Betashares Asia Technology Tigers,ASIA,AU0000022063,equity,AUD,Sydney,True
42,australia,Vanguard All World Ex US Shares,Vanguard All World Ex US Shares,VEU,AU000000VEU9,equity,AUD,Sydney,True
43,australia,iShares Edge MSCI World Multifactor,iShares Edge MSCI World Multifactor ETF,WDMF,AU00000WDMF0,equity,AUD,Sydney,True
44,australia,VanEck Vectors FTSE International Prop (Hdg),VanEck Vectors FTSE International Prop (Hdg),REIT,AU0000041212,other,AUD,Sydney,True
45,australia,BetaShares Global Banks,BetaShares Global Banks ETF Currency Hedged,BNKS,AU00000BNKS0,equity,AUD,Sydney,True
46,australia,Vanguard Int Fixed Interest,Vanguard International Fixed Interest Hedged,VIF,AU000000VIF1,bond,AUD,Sydney,True
47,australia,BetaShares Australian Sustainability Leaders,BetaShares Australian Sustainability Leaders,FAIR,AU00000FAIR4,equity,AUD,Sydney,True
48,australia,SPDR S&P/ASX 200 Financials ex AREITS,SPDR S&P/ASX 200 Financials ex AREITS,OZF,AU000000OZF0,equity,AUD,Sydney,True
49,australia,BetaShares WisdomTree Japan,BetaShares WisdomTree Japan ETF - Currency Hedged,HJPN,AU00000HJPN5,equity,AUD,Sydney,True
50,australia,Betashares Legg Mason Australian Bond,Betashares Legg Mason Australian Bond,BNDS,AU0000026189,bond,AUD,Sydney,True
51,australia,BetaShares Australian Small Companies Select Fund,BetaShares Australian Small Companies Select Fund,SMLL,AU00000SMLL9,equity,AUD,Sydney,True
52,australia,Betashares India Quality,Betashares India Quality ETF,IIND,AU0000053126,equity,AUD,Sydney,True
53,australia,iSharesGlobal 100,iSharesGlobal 100,IOO,AU000000IOO8,equity,AUD,Sydney,True
54,australia,ETFS Physical Silver,ETFS Physical Silver,ETPMAG,AU000ETPMAG8,commodity,AUD,Sydney,True
55,australia,BetaShares Australian Government Bond,BetaShares Australian Government Bond ETF,AGVT,AU0000049553,bond,AUD,Sydney,True
56,australia,Platinum International Fund,Platinum International Fund (Quoted Managed Hedge Fund),PIXX,AU00000PIXX3,equity,AUD,Sydney,True
57,australia,SPDR S&P/ASX 200 Listed Property,SPDR S&P/ASX 200 Listed Property,SLF,AU000000SLF1,equity,AUD,Sydney,True
58,australia,Vanguard Global Aggregate Bond Hedged,Vanguard Global Aggregate Bond Hedged,VBND,AU00000VBND9,bond,AUD,Sydney,True
59,australia,BetaShares Geared Australian Equity Hedge,BetaShares Geared Australian Equity Hedge,GEAR,AU00000GEAR1,equity,AUD,Sydney,True
60,australia,Betashares Global Income Leaders,BetaShares Global Income Leaders ETF,INCM,AU0000022071,equity,AUD,Sydney,True
61,australia,iShares Asia 50,iShares Asia 50,IAA,AU000000IAA6,equity,AUD,Sydney,True
62,australia,iShares S&P/ASX 20,iShares S&P/ASX 20,ILC,AU000000ILC9,equity,AUD,Sydney,True
63,australia,BetaShares Australian EquitiesBear,BetaShares Australian EquitiesBear,BEAR,AU00000BEAR2,equity,AUD,Sydney,True
64,australia,iShares China LargeCap,iShares China LargeCap,IZZ,AU000000IZZ0,equity,AUD,Sydney,True
65,australia,Vanguard Diversified High Growth,Vanguard Diversified High Growth,VDHG,AU00000VDHG0,equity,AUD,Sydney,True
66,australia,VanEck Vectors Australian Property,VanEck Vectors Australian Property,MVA,AU000000MVA4,equity,AUD,Sydney,True
67,australia,Platinum Asia Fund Quoted Managed Hedge Fund,Platinum Asia Fund Quoted Managed Hedge Fund,PAXX,AU00000PAXX0,equity,AUD,Sydney,True
68,australia,iShares Core Composite Bond,iShares Core Composite Bond,IAF,AU000000IAF5,bond,AUD,Sydney,True
69,australia,VanEck Vectors China New Economy,VanEck Vectors China New Economy ETF,CNEW,AU0000028185,equity,AUD,Sydney,True
70,australia,iShares MSCI Emerging Markets,iShares MSCI Emerging Markets,IEM,AU0000026536,equity,AUD,Sydney,True
71,australia,BetaShares Crude Oil Currency Hedged,BetaShares Crude Oil Currency Hedged,OOO,AU000000OOO6,commodity,AUD,Sydney,True
72,australia,Betashares Global Energy Companies,Betashares Global Energy Companies,FUEL,AU00000FUEL4,equity,AUD,Sydney,True
73,australia,SPDR S&P Global Dividend,SPDR S&P Global Dividend,WDIV,AU00000WDIV5,equity,AUD,Sydney,True
74,australia,Vanguard US Total Market Shares,Vanguard US Total Market Shares,VTS,AU000000VTS1,equity,AUD,Sydney,True
75,australia,SPDR MSCI Australia Select High Dividend Yield,SPDR MSCI Australia Select High Dividend Yield,SYI,AU000000SYI8,equity,AUD,Sydney,True
76,australia,iShares Core S&P SmallCap 600,iShares Core S&P SmallCap 600,IJR,AU000000IJR1,equity,AUD,Sydney,True
77,australia,VanEck Vectors Small Companies Masters,VanEck Vectors Small Companies Masters,MVS,AU000000MVS6,equity,AUD,Sydney,True
78,australia,Vanguard Australian Corp Fixed Interest,Vanguard Australian Corporate Fixed Interest,VACF,AU00000VACF9,bond,AUD,Sydney,True
79,australia,Betashares Global Quality Leaders,Betashares Global Quality Leaders,QLTY,AU0000022089,equity,AUD,Sydney,True
80,australia,BetaShares Managed Risk Australian Share,BetaShares Managed Risk Australian Share,AUST,AU00000AUST8,equity,AUD,Sydney,True
81,australia,BetaShares S&P 500 Yield Maximiser,BetaShares S&P 500 Yield Maximiser,UMAX,AU00000UMAX3,equity,AUD,Sydney,True
82,australia,VanEck Vectors Gold Miners AU,VanEck Vectors Gold Miners,GDX,AU000000GDX6,equity,AUD,Sydney,True
83,australia,ANZ SP 500 High Yield Low Vol,ANZ S&P 500 High Yield Low Volatility,ZYUS,AU00000ZYUS5,equity,AUD,Sydney,True
84,australia,iSharesEurope,iSharesEurope,IEU,AU000000IEU6,equity,AUD,Sydney,True
85,australia,Russell Australian Select Corporate Bond,Russell Australian Select Corporate Bond,RCB,AU000000RCB1,bond,AUD,Sydney,True
86,australia,Vanguard FTSE Emerging Markets,Vanguard FTSE Emerging Markets,VGE,AU000000VGE8,equity,AUD,Sydney,True
87,australia,Beta Shares S&P/ASX 200Resources Sector,Beta Shares S&P/ASX 200Resources Sector,QRE,AU000000QRE5,equity,AUD,Sydney,True
88,australia,SPDR S&P/ASX 50,SPDR S&P/ASX 50,SFY,AU000000SFY4,equity,AUD,Sydney,True
89,australia,Russell High Dividend Australian Shares,Russell High Dividend Australian Shares,RDV,AU000000RDV7,equity,AUD,Sydney,True
90,australia,iShares Core S&P 500,iShares Core S&P 500,IVV,AU000000IVV8,equity,AUD,Sydney,True
91,australia,iShares S&P/ASX Small Ordinaries,iShares S&P/ASX Small Ordinaries,ISO,AU000000ISO9,equity,AUD,Sydney,True
92,australia,BetaShares Australian Ex-20 Portfolio Diversifier,BetaShares Australian Ex-20 Portfolio Diversifier,EX20,AU00000EX202,equity,AUD,Sydney,True
93,australia,BetaShares Legg Mason Emerging Markets (Managed),BetaShares Legg Mason Emerging Markets (Managed),EMMG,AU0000041725,equity,AUD,Sydney,True
94,australia,Beta Shares S&P/ASX 200 Financials Sector,Beta Shares S&P/ASX 200 Financials Sector,QFN,AU000000QFN1,equity,AUD,Sydney,True
95,australia,InvestSMART Australian Equity Income Managed,InvestSMART Australian Equity Income ETF,INIF,AU0000005902,equity,AUD,Sydney,True
96,australia,iShares Global Healthcare,iShares Global Healthcare,IXJ,AU000000IXJ9,equity,AUD,Sydney,False
97,australia,BetaShares Managed Risk Global Share,BetaShares Managed Risk Global Share,WRLD,AU00000WRLD7,equity,AUD,Sydney,True
98,australia,BetaShares Geared US Equity Currency Hedged,BetaShares Geared US Equity Currency Hedged,GGUS,AU00000GGUS2,equity,AUD,Sydney,True
99,australia,AMP Capital Global Property Securities,AMP Capital Global Property Securities,RENT,AU00000RENT7,equity,AUD,Sydney,True
100,australia,iShares Global Consumer Staples,iShares Global Consumer Staples,IXI,AU000000IXI1,equity,AUD,Sydney,True
101,australia,iShares JP Morgan USD Emerging Markets Bond (AUD H,iShares JP Morgan USD Emerging Markets Bond (AUD Hedged) ETF,IHEB,AU00000IHEB6,bond,AUD,Sydney,True
102,australia,Vanguard MSCI Australian Small Companies,Vanguard MSCI Australian Small Companies,VSO,AU000000VSO2,equity,AUD,Sydney,True
103,australia,Vanguard FTSE Europe Shares,Vanguard FTSE Europe Shares,VEQ,AU000000VEQ7,equity,AUD,Sydney,True
104,australia,Vanguard Diversified Growth,Vanguard Diversified Growth,VDGR,AU00000VDGR9,equity,AUD,Sydney,True
105,australia,ETFS ROBO Global Robotics and Automation,ETFS ROBO Global Robotics and Automation ETF,ROBO,AU00000ROBO2,equity,AUD,Sydney,True
106,australia,SPDR S&P World Ex Australia Hedged,SPDR S&P World Ex Australia Hedged,WXHG,AU00000WXHG6,equity,AUD,Sydney,True
107,australia,Vanguard MSCI Australian Large Companies,Vanguard MSCI Australian Large Companies,VLC,AU000000VLC2,equity,AUD,Sydney,True
108,australia,SPDR S&P/ASX Australian Bond,SPDR S&P/ASX Australian Bond,BOND,AU00000BOND4,bond,AUD,Sydney,True
109,australia,Vanguard Diversified Conservative,Vanguard Diversified Conservative,VDCO,AU00000VDCO5,equity,AUD,Sydney,True
110,australia,ETFS Global Core Infrastructure,ETFS Global Core Infrastructure ETF,CORE,AU00000CORE1,equity,AUD,Sydney,True
111,australia,UBS IQ Research Preferred AU Dividend,UBS IQ Research Preferred AU Dividend,DIV,AU000000DIV6,equity,AUD,Sydney,True
112,australia,VanEck Vectors Morningstar Wide Moat,VanEck Vectors Morningstar Wide Moat,MOAT,AU00000MOAT4,equity,AUD,Sydney,True
113,australia,iShares MSCI Japan,iShares MSCI Japan ETF (AU),IJP,AU0000026502,equity,AUD,Sydney,True
114,australia,BetaShares Global Healthcare,BetaShares Global Healthcare Currency Hedged,DRUG,AU00000DRUG1,equity,AUD,Sydney,True
115,australia,SPDR S&P/ASX Small Ordinaries,SPDR S&P/ASX Small Ordinaries,SSO,AU000000SSO8,equity,AUD,Sydney,True
116,australia,SPDR S&P/ASX Australian Government Bond,SPDR S&P/ASX Australian Government Bond,GOVT,AU00000GOVT2,bond,AUD,Sydney,True
117,australia,Vanguard FTSE Asia ex Japan,Vanguard FTSE Asia ex Japan Shares,VAE,AU000000VAE1,equity,AUD,Sydney,True
118,australia,VanEck Vectors Australian Banks,VanEck Vectors Australian Banks,MVB,AU000000MVB2,equity,AUD,Sydney,True
119,australia,Vanguard Diversified Balanced,Vanguard Diversified Balanced,VDBA,AU00000VDBA6,equity,AUD,Sydney,True
120,australia,UBS IQ MSCI World ex Australia,UBS IQ MSCI World ex Australia Ethical,UBW,AU000000UBW3,equity,AUD,Sydney,True
121,australia,SPDR S&P Emerging Markets,SPDR S&P Emerging Markets,WEMG,AU00000WEMG6,equity,AUD,Sydney,True
122,australia,UBS IQ MSCI Asia Apex 50 Ethical,UBS IQ MSCI Asia Apex 50 Ethical,UBP,AU000000UBP7,equity,AUD,Sydney,True
123,australia,iShares MSCI South Korea Capped AUD,iShares MSCI South Korea ETF (AU),IKO,AU0000026510,equity,AUD,Sydney,True
124,australia,iSharesUBS Treasury,iSharesUBS Treasury,IGB,AU000000IGB1,bond,AUD,Sydney,True
125,australia,iShares CoreS&P MidCap 400,iShares CoreS&P MidCap 400,IJH,AU000000IJH2,equity,AUD,Sydney,True
126,australia,Antipodes Global Shares,Antipodes Global Shares,AGX1,AU0000026429,equity,AUD,Sydney,True
127,australia,VanEck Vectors Australian Emerging Resources,VanEck Vectors Australian Emerging Resources,MVE,AU000000MVE6,equity,AUD,Sydney,True
128,australia,Vanguard Global Value Equity Active,Vanguard Global Value Equity Active,VVLU,AU0000005886,equity,AUD,Sydney,True
129,australia,SPDR S&P/ASX 200 Resources,SPDR S&P/ASX 200 Resources,OZR,AU000000OZR5,equity,AUD,Sydney,True
130,australia,Vanguard Int Credit Securities,Vanguard International Credit Securities Hedged,VCF,AU000000VCF4,bond,AUD,Sydney,True
131,australia,BetaShares Global Robotics and Artificial Intellig,BetaShares Global Robotics and Artificial Intelligence ETF,RBTZ,AU0000022055,equity,AUD,Sydney,True
132,australia,iShares MSCI EAFE,iShares MSCI EAFE ETF (AU),IVE,AU0000026544,equity,AUD,Sydney,True
133,australia,SPDR S&P World Ex Australia,SPDR S&P World Ex Australia,WXOZ,AU00000WXOZ2,equity,AUD,Sydney,True
134,australia,Russell Australian SemiGovernment Bond,Russell Australian SemiGovernment Bond,RSM,AU000000RSM4,bond,AUD,Sydney,True
135,australia,Vanguard MSCI International Small Companies,Vanguard MSCI International Small Companies Index ETF,VISM,AU0000026171,equity,AUD,Sydney,True
136,australia,Betashares WisdomTree Europe,Betashares WisdomTree Europe ETF - Currency Hedged,HEUR,AU00000HEUR7,equity,AUD,Sydney,True
137,australia,VanEck Vectors MSCI Multifactor Emerging Markets E,VanEck Vectors MSCI Multifactor Emerging Markets Equity,EMKT,AU0000004368,equity,AUD,Sydney,True
138,australia,ETFS Battery Tech & Lithium,ETFS Battery Tech and Lithium,ACDC,AU0000022386,equity,AUD,Sydney,True
139,australia,iShares Global 100 AUD Hedged,iShares Global 100 AUD Hedged,IHOO,AU00000IHOO8,equity,AUD,Sydney,True
140,australia,Vanguard Global Minimum Volatility Actv ETF (Mng),Vanguard Global Minimum Volatility Active ETF,VMIN,AU0000005894,equity,AUD,Sydney,True
141,australia,BetaShares Legg Mason Equity Income,BetaShares Legg Mason Equity Income,EINC,AU0000000648,equity,AUD,Sydney,True
142,australia,iShares S&P 500 AUD Hedged,iShares S&P 500 AUD Hedged,IHVV,AU00000IHVV8,equity,AUD,Sydney,True
143,australia,iShares UBS Government Inflation,iShares UBS Government Inflation,ILB,AU000000ILB1,bond,AUD,Sydney,True
144,australia,BetaShares Commodities Basket Currency Hedged,BetaShares Commodities Basket Currency Hedged,QCB,AU000000QCB3,commodity,AUD,Sydney,True
145,australia,ANZ ETFS EURO STOXX 50,ANZ ETFS EURO STOXX 50,ESTX,AU00000ESTX4,equity,AUD,Sydney,True
146,australia,iShares Edge MSCI Australia Multifactor,iShares Edge MSCI Australia Multifactor ETF,AUMF,AU00000AUMF0,equity,AUD,Sydney,True
147,australia,SPDR MSCI World Quality Mix AU,SPDR MSCI World Quality Mix,QMIX,AU00000QMIX4,equity,AUD,Sydney,True
148,australia,ETFS Morningstar Global Technology,ETFS Morningstar Global Technology ETF,TECH,AU00000TECH1,equity,AUD,Sydney,True
149,australia,Vanguard Global Multi-Factor Active (Managed),Vanguard Global Multi-Factor Active ETF (Managed Fund),VGMF,AU0000041386,equity,AUD,Sydney,True
150,australia,BetaShares Agriculture Currency Hedged,BetaShares Agricultural Currency Hedged,QAG,AU000000QAG6,commodity,AUD,Sydney,True
151,australia,UBS IQ MSCI Australia Ethical,UBS IQ MSCI Australia Ethical,UBA,AU000000UBA9,equity,AUD,Sydney,True
152,australia,BetaShares Global Gold Miners,BetaShares Global Gold Miners ETF - Currency Hedged,MNRS,AU00000MNRS2,equity,AUD,Sydney,True
153,australia,ETFS Physical Platinum,ETFS Physical Platinum,ETPMPT,AU000ETPMPT9,commodity,AUD,Sydney,True
154,australia,iShares MSCI Taiwan AU,iShares MSCI Taiwan ETF,ITW,AU0000026528,equity,AUD,Sydney,True
155,australia,UBS IQ Research Preferred AU Share,UBS IQ Research Preferred AU Share,ETF,AU000000ETF4,equity,AUD,Sydney,True
156,australia,VanEck Vectors Australian Resources,VanEck Vectors Australian Resources,MVR,AU000000MVR8,equity,AUD,Sydney,True
157,australia,InvestSMART Ethical Share,InvestSMART Ethical Share ETF,INES,AU0000043069,equity,AUD,Sydney,True
158,australia,Russell Australian Government Bond,Russell Australian Government Bond,RGB,AU000000RGB2,bond,AUD,Sydney,True
159,australia,Betashares FTSE RAFI US 1000,Betashares FTSE RAFI US 1000,QUS,AU000000QUS9,equity,AUD,Sydney,True
160,australia,ETFS Physical Precious Metal Basket,ETFS Physical Precious Metal Basket,ETPMPM,AU000ETPMPM4,commodity,AUD,Sydney,True
161,australia,BetaShares Euro,BetaShares Euro,EEU,AU000000EEU5,equity,AUD,Sydney,True
162,australia,VanEck Vectors ChinaAMC CSI 300,VanEck Vectors ChinaAMC CSI 300 A-Share Synthetic,CETF,AU00000CETF5,equity,AUD,Sydney,True
163,australia,eInvest Future Impact Small Caps,eInvest Future Impact Small Caps,IMPQ,AU0000044984,equity,AUD,Sydney,True
164,australia,UBS IQ MSCI US Ethical,UBS IQ MSCI US Ethical,UBU,AU000000UBU7,equity,AUD,Sydney,True
165,australia,UBS IQ MSCI Japan Ethical,UBS IQ MSCI Japan Ethical,UBJ,AU000000UBJ0,equity,AUD,Sydney,True
166,australia,iShares MSCI India UCITS ETF USD Acc,iShares MSCI India UCITS ETF USD Acc,NDIA,AU0000043838,equity,AUD,Sydney,True
167,australia,BetaShares British Pound,BetaShares British Pound,POU,AU000000POU0,currency,AUD,Sydney,True
168,australia,BetaShares Global Agriculture Companies,BetaShares Global Agriculture Companies ETF - Currency Hedged,FOOD,AU00000FOOD3,equity,AUD,Sydney,True
169,australia,ANZ Physical US Dollar,ANZ Physical US Dollar,ZUSD,AU00000ZUSD9,currency,AUD,Sydney,True
170,australia,ANZS Physical Renminbi,ANZS Physical Renminbi,ZCNH,AU00000ZCNH9,currency,AUD,Sydney,True
171,australia,BetaShares Strong Australian Dollar hedge,BetaShares Strong Australian Dollar,AUDS,AU00000AUDS2,other,AUD,Sydney,True
172,australia,eInvest Income Generator,eInvest Income Generator,EIGA,AU0000003022,equity,AUD,Sydney,True
173,australia,Theta Acbc Exch Traded Bond Units Mgr Sep-23,Theta Acbc Exch Traded Bond Units Mgr Sep-23,YTMMG2,AU000YTMMG29,bond,AUD,Sydney,True
174,australia,Theta Acbc Exch Traded Bond Units Gpt Aug-26,Theta Acbc Exch Traded Bond Units Gpt Aug-26,YTMGP1,AU000YTMGP18,bond,AUD,Sydney,True
175,australia,BetaShares Strong US Dollar hedge fund,BetaShares Strong US Dollar hedge fund,YANK,AU00000YANK0,other,AUD,Sydney,True
176,australia,AMP Capital Dynamic Markets,AMP Capital Dynamic Markets Hedge,DMKT,AU00000DMKT6,other,AUD,Sydney,True
177,australia,UBS IQ MSCI Europe Ethical,UBS IQ MSCI Europe Ethical,UBE,AU000000UBE1,equity,AUD,Sydney,True
178,australia,K2 Global Equities,K2 Global Equities,KII,AU000000KII8,equity,AUD,Sydney,True
179,austria,iShares ATX UCITS DE,iShares ATX UCITS,DE000A0D8Q23,DE000A0D8Q23,equity,EUR,Vienna,False
180,austria,Deka EURO STOXX 50 UCITS,Deka EURO STOXX 50 UCITS,DE000ETFL029,DE000ETFL029,equity,EUR,Vienna,False
181,austria,iShares MSCI Europe UCITS Dist,iShares MSCI Europe UCITS Dist,IE00B1YZSC51,IE00B1YZSC51,equity,EUR,Vienna,False
182,austria,db x-trackers ATX UCITS DR,db x-trackers ATX UCITS DR 1C,LU0659579063,LU0659579063,equity,EUR,Vienna,False
183,austria,db x-trackers DAX UCITS DR,db x-trackers DAX UCITS DR 1C,LU0274211480,LU0274211480,equity,EUR,Vienna,False
184,austria,iShares MSCI Poland UCITS,iShares MSCI Poland UCITS Acc,IE00B4M7GH52,IE00B4M7GH52,equity,EUR,Vienna,False
185,austria,ComStage EURO STOXX 50 NR UCITS,ComStage EURO STOXX 50 UCITS,LU0378434079,LU0378434079,equity,EUR,Vienna,False
186,austria,iShares EURO STOXX UCITS,iShares EURO STOXX UCITS DE,DE000A0D8Q07,DE000A0D8Q07,equity,EUR,Vienna,False
187,austria,iShares NASDAQ-100 UCITS,iShares NASDAQ-100 UCITS DE,DE000A0F5UF5,DE000A0F5UF5,equity,EUR,Vienna,False
188,austria,iShares FTSE MIB UCITS Acc,iShares FTSE MIB UCITS Acc,IE00B53L4X51,IE00B53L4X51,equity,EUR,Vienna,False
189,austria,iShares S&P 500 UCITS Dist,iShares S&P 500 UCITS Dist,IE0031442068,IE0031442068,equity,EUR,Vienna,False
190,austria,ComStage MSCI Spain,ComStage MSCI Spain UCITS,LU1104577314,LU1104577314,equity,EUR,Vienna,False
191,austria,iShares TecDAX UCITS,iShares TecDAX UCITS DE,DE0005933972,DE0005933972,equity,EUR,Vienna,False
192,austria,db x-trackers S&P 500 UCITS 1C,db x-trackers S&P 500 UCITS 1C,LU0490618542,LU0490618542,equity,EUR,Vienna,False
193,austria,Vanguard S&P 500 UCITS USD Inc,Vanguard S&P 500 UCITS,IE00B3XXRP09,IE00B3XXRP09,equity,EUR,Vienna,False
194,austria,ComStage CAC 40 UCITS,ComStage CAC 40 UCITS,LU0419740799,LU0419740799,equity,EUR,Vienna,False
195,austria,ComStage PSI 20,ComStage PSI 20 UCITS,LU0444605215,LU0444605215,equity,EUR,Vienna,False
196,austria,iShares MDAX UCITS DE,iShares MDAX UCITS DE,DE0005933923,DE0005933923,equity,EUR,Vienna,False
197,austria,iShares SLI UCITS DE,iShares SLI UCITS DE,DE0005933964,DE0005933964,equity,EUR,Vienna,False
198,austria,ComStage SDAX TR UCITS,ComStage SDAX UCITS,LU0603942888,LU0603942888,equity,EUR,Vienna,False
199,austria,ComStage ATX UCITS,ComStage ATX UCITS,LU0392496690,LU0392496690,equity,EUR,Vienna,False
200,austria,ComStage DAX TR UCITS,ComStage DAX UCITS,LU0378438732,LU0378438732,equity,EUR,Vienna,False
201,austria,Lyxor UCITS DAX,Lyxor DAX DR UCITS,LU0252633754,LU0252633754,equity,EUR,Vienna,False
202,austria,Source RDX UCITS,Source RDX UCITS,IE00B5NDLN01,IE00B5NDLN01,equity,EUR,Vienna,False
203,austria,iShares Core S&P 500 UCITS,iShares Core S&P 500 UCITS Acc,IE00B5BMR087,IE00B5BMR087,equity,EUR,Vienna,False
204,austria,iShares EURO STOXX 50 UCITS Dist,iShares EURO STOXX 50 UCITS Dist,IE0008471009,IE0008471009,equity,EUR,Vienna,False
205,austria,Lyxor UCITS Dow Jones Industrial Average D-EUR,Lyxor Dow Jones Industrial Average UCITS,FR0007056841,FR0007056841,equity,EUR,Vienna,False
206,austria,Lyxor UCITS Russia (DJ Russia GDR) C-EUR,Lyxor Dow Jones Russia GDR UCITS C-EUR,FR0010326140,FR0010326140,equity,EUR,Vienna,False
207,austria,Lyxor MSCI Eastern Europe Ex Russia UCITS Acc,Lyxor Eastern Europe UCITS,FR0010204073,FR0010204073,equity,EUR,Vienna,False
